p edge 42 356
e 1 2
e 1 3
e 1 4
e 1 6
e 1 7
e 1 9
e 1 10
e 1 12
e 1 13
e 1 19
e 1 21
e 1 23
e 1 25
e 1 34
e 1 38
e 1 40
e 1 42
e 2 3
e 2 7
e 2 11
e 2 12
e 2 14
e 2 15
e 2 16
e 2 18
e 2 21
e 2 23
e 2 24
e 2 26
e 2 27
e 2 40
e 3 8
e 3 9
e 3 10
e 3 12
e 3 15
e 3 16
e 3 19
e 3 20
e 3 24
e 3 28
e 3 30
e 3 34
e 3 36
e 3 40
e 3 42
e 4 5
e 4 6
e 4 8
e 4 10
e 4 11
e 4 14
e 4 16
e 4 17
e 4 19
e 4 25
e 4 27
e 4 29
e 4 31
e 4 32
e 4 33
e 4 35
e 4 36
e 4 37
e 4 38
e 4 41
e 5 6
e 5 9
e 5 11
e 5 12
e 5 13
e 5 14
e 5 15
e 5 20
e 5 23
e 5 24
e 5 27
e 5 28
e 5 33
e 5 35
e 5 36
e 5 38
e 5 40
e 6 8
e 6 9
e 6 10
e 6 13
e 6 14
e 6 15
e 6 16
e 6 17
e 6 20
e 6 24
e 6 25
e 6 27
e 6 35
e 6 36
e 6 38
e 6 39
e 7 8
e 7 17
e 7 22
e 7 24
e 7 28
e 7 29
e 7 31
e 7 33
e 7 34
e 7 35
e 7 37
e 7 40
e 7 41
e 8 10
e 8 12
e 8 16
e 8 17
e 8 20
e 8 21
e 8 22
e 8 24
e 8 26
e 8 27
e 8 32
e 8 33
e 8 34
e 8 36
e 8 37
e 9 10
e 9 13
e 9 14
e 9 15
e 9 19
e 9 21
e 9 24
e 9 25
e 9 26
e 9 30
e 9 31
e 9 33
e 9 35
e 9 36
e 9 37
e 9 40
e 10 13
e 10 17
e 10 19
e 10 21
e 10 25
e 10 28
e 10 29
e 10 31
e 10 32
e 10 33
e 10 35
e 10 36
e 10 41
e 10 42
e 11 13
e 11 14
e 11 15
e 11 18
e 11 23
e 11 24
e 11 25
e 11 27
e 11 28
e 11 29
e 11 31
e 11 32
e 11 35
e 11 36
e 11 38
e 11 41
e 11 42
e 12 13
e 12 14
e 12 16
e 12 20
e 12 23
e 12 27
e 12 35
e 12 37
e 12 39
e 13 16
e 13 17
e 13 18
e 13 20
e 13 21
e 13 24
e 13 27
e 13 28
e 13 33
e 13 40
e 13 41
e 14 16
e 14 18
e 14 21
e 14 22
e 14 25
e 14 27
e 14 31
e 14 35
e 14 38
e 14 39
e 14 41
e 15 16
e 15 22
e 15 29
e 15 31
e 15 33
e 15 35
e 15 37
e 15 38
e 15 40
e 15 41
e 16 19
e 16 21
e 16 23
e 16 24
e 16 25
e 16 26
e 16 27
e 16 31
e 16 34
e 16 36
e 16 38
e 16 40
e 17 18
e 17 20
e 17 22
e 17 24
e 17 26
e 17 32
e 17 36
e 17 39
e 17 40
e 18 23
e 18 24
e 18 26
e 18 27
e 18 32
e 18 33
e 18 34
e 18 35
e 18 38
e 19 23
e 19 25
e 19 26
e 19 28
e 19 30
e 19 31
e 19 32
e 19 35
e 19 38
e 19 39
e 19 40
e 19 41
e 19 42
e 20 23
e 20 25
e 20 26
e 20 27
e 20 28
e 20 29
e 20 34
e 21 22
e 21 31
e 21 32
e 21 38
e 21 40
e 22 25
e 22 26
e 22 28
e 22 30
e 22 36
e 22 38
e 22 39
e 22 40
e 22 42
e 23 24
e 23 27
e 23 31
e 23 32
e 23 33
e 23 34
e 23 35
e 23 36
e 23 38
e 23 41
e 23 42
e 24 26
e 24 29
e 24 33
e 24 34
e 24 37
e 24 38
e 24 41
e 25 26
e 25 27
e 25 28
e 25 30
e 25 34
e 25 35
e 25 36
e 25 38
e 26 27
e 26 28
e 26 29
e 26 30
e 26 31
e 26 32
e 26 33
e 26 34
e 26 36
e 26 37
e 26 39
e 27 30
e 27 31
e 27 36
e 27 37
e 27 38
e 27 41
e 28 29
e 28 30
e 28 37
e 28 41
e 28 42
e 29 30
e 29 31
e 29 34
e 29 37
e 29 38
e 29 42
e 30 32
e 30 35
e 30 36
e 31 36
e 31 42
e 32 35
e 32 36
e 32 40
e 33 35
e 33 38
e 33 42
e 34 35
e 34 39
e 35 36
e 35 41
e 36 38
e 36 41
e 37 39
e 38 39
e 38 42
e 39 41
e 40 42
e 41 42
