p edge 75 356
e 1 4
e 1 17
e 1 26
e 1 35
e 1 52
e 1 61
e 2 31
e 2 40
e 2 41
e 2 53
e 2 60
e 2 63
e 2 74
e 3 23
e 3 25
e 3 33
e 3 34
e 3 52
e 3 53
e 3 58
e 3 60
e 3 70
e 4 9
e 4 16
e 4 22
e 4 24
e 4 32
e 4 37
e 4 38
e 4 42
e 4 47
e 4 53
e 4 55
e 4 64
e 4 71
e 4 75
e 5 9
e 5 12
e 5 13
e 5 17
e 5 20
e 5 21
e 5 25
e 5 31
e 5 37
e 5 39
e 5 50
e 5 55
e 5 60
e 5 66
e 6 7
e 6 14
e 6 15
e 6 20
e 6 27
e 6 35
e 6 36
e 7 23
e 7 34
e 7 41
e 7 42
e 7 48
e 7 52
e 7 53
e 7 55
e 7 56
e 7 57
e 7 58
e 7 67
e 7 69
e 7 70
e 8 10
e 8 13
e 8 14
e 8 22
e 8 24
e 8 34
e 8 47
e 8 57
e 8 67
e 9 16
e 9 22
e 9 30
e 9 53
e 9 55
e 9 64
e 9 69
e 9 71
e 10 14
e 10 20
e 10 22
e 10 56
e 10 61
e 10 67
e 10 72
e 11 12
e 11 23
e 11 24
e 11 36
e 11 48
e 11 55
e 11 67
e 11 68
e 11 74
e 12 36
e 12 46
e 12 48
e 12 64
e 12 68
e 12 71
e 12 72
e 12 74
e 13 14
e 13 19
e 13 24
e 13 27
e 13 36
e 13 56
e 13 61
e 13 74
e 13 75
e 14 17
e 14 19
e 14 20
e 14 52
e 14 56
e 14 67
e 15 45
e 15 47
e 15 58
e 15 63
e 16 24
e 16 33
e 16 34
e 16 35
e 16 38
e 16 42
e 16 50
e 16 54
e 16 61
e 16 75
e 17 24
e 17 29
e 17 32
e 17 37
e 17 42
e 17 47
e 17 48
e 17 54
e 17 56
e 17 59
e 17 72
e 17 74
e 18 31
e 18 52
e 18 56
e 18 73
e 19 23
e 19 31
e 19 41
e 19 48
e 19 58
e 19 66
e 19 68
e 19 69
e 20 22
e 20 23
e 20 35
e 20 40
e 20 43
e 20 45
e 20 48
e 20 59
e 20 61
e 20 69
e 20 71
e 21 26
e 21 29
e 21 36
e 21 38
e 21 58
e 21 63
e 22 25
e 22 61
e 22 66
e 23 28
e 23 41
e 23 47
e 23 51
e 23 58
e 23 59
e 24 35
e 24 36
e 24 37
e 24 47
e 24 61
e 24 63
e 24 67
e 24 71
e 25 37
e 26 31
e 26 33
e 26 38
e 26 46
e 26 50
e 26 56
e 26 59
e 26 69
e 27 34
e 27 53
e 27 62
e 28 35
e 28 37
e 28 39
e 28 49
e 28 61
e 29 32
e 29 39
e 29 48
e 29 55
e 29 59
e 29 63
e 29 69
e 30 32
e 30 33
e 30 38
e 30 42
e 30 50
e 30 52
e 30 54
e 30 58
e 30 60
e 30 62
e 31 36
e 31 48
e 31 52
e 31 56
e 31 71
e 31 72
e 32 35
e 32 38
e 32 51
e 32 57
e 32 58
e 32 70
e 33 55
e 33 64
e 33 68
e 33 73
e 33 75
e 34 61
e 34 62
e 34 65
e 34 74
e 35 40
e 35 50
e 35 51
e 35 52
e 35 56
e 35 63
e 36 37
e 36 51
e 36 58
e 36 63
e 36 65
e 36 74
e 37 39
e 37 48
e 37 50
e 37 60
e 38 41
e 38 50
e 39 40
e 39 42
e 39 49
e 39 73
e 40 43
e 40 47
e 40 51
e 40 55
e 40 65
e 41 45
e 41 57
e 41 65
e 41 74
e 42 44
e 42 55
e 42 56
e 42 62
e 42 74
e 43 51
e 43 53
e 43 68
e 43 75
e 44 48
e 44 49
e 44 50
e 44 54
e 44 57
e 45 48
e 45 52
e 45 74
e 46 50
e 46 71
e 47 55
e 47 67
e 47 68
e 48 50
e 48 62
e 48 63
e 48 67
e 49 62
e 49 74
e 50 69
e 51 62
e 52 75
e 53 60
e 53 64
e 53 69
e 54 55
e 54 58
e 54 60
e 54 64
e 54 66
e 54 75
e 55 59
e 55 67
e 55 70
e 55 73
e 55 75
e 56 62
e 56 67
e 56 69
e 56 74
e 58 62
e 58 70
e 58 73
e 59 60
e 59 70
e 59 74
e 60 63
e 61 74
e 61 75
e 62 64
e 62 68
e 62 73
e 63 70
e 64 67
e 65 69
e 65 74
e 67 71
e 68 71
e 70 72
e 70 74
e 71 73
e 73 75
