p edge 75 316
e 1 7
e 1 11
e 1 28
e 1 31
e 1 45
e 1 61
e 1 63
e 1 67
e 1 70
e 2 15
e 2 20
e 2 37
e 2 41
e 2 49
e 3 7
e 3 10
e 3 17
e 3 21
e 3 31
e 3 60
e 4 38
e 4 44
e 4 46
e 4 65
e 4 66
e 4 73
e 5 23
e 5 55
e 5 64
e 5 70
e 6 40
e 6 50
e 6 60
e 7 13
e 7 18
e 7 21
e 7 46
e 7 52
e 7 61
e 7 68
e 7 72
e 8 17
e 8 24
e 8 27
e 8 40
e 8 46
e 8 50
e 8 51
e 8 54
e 8 62
e 8 64
e 8 74
e 9 12
e 9 18
e 9 20
e 9 28
e 9 29
e 9 33
e 9 52
e 9 64
e 9 70
e 9 71
e 10 15
e 10 16
e 10 20
e 10 24
e 10 29
e 10 61
e 10 62
e 11 33
e 11 41
e 11 43
e 11 49
e 11 68
e 12 27
e 12 29
e 12 38
e 12 61
e 12 64
e 12 65
e 12 74
e 13 19
e 13 30
e 13 35
e 13 45
e 13 54
e 13 58
e 14 36
e 14 41
e 14 50
e 14 62
e 14 66
e 15 16
e 15 18
e 15 22
e 15 42
e 15 47
e 15 56
e 15 67
e 15 75
e 16 17
e 16 22
e 16 26
e 16 30
e 16 31
e 16 61
e 16 68
e 17 29
e 17 42
e 17 54
e 17 63
e 17 64
e 17 74
e 17 75
e 18 23
e 18 32
e 18 33
e 18 37
e 18 38
e 18 40
e 18 42
e 18 57
e 18 59
e 18 63
e 18 70
e 19 20
e 19 43
e 19 50
e 19 53
e 19 58
e 19 71
e 20 28
e 20 32
e 20 42
e 20 47
e 20 55
e 20 57
e 20 60
e 20 62
e 20 64
e 20 72
e 21 22
e 21 53
e 22 27
e 22 29
e 22 36
e 22 43
e 22 55
e 22 56
e 22 66
e 22 67
e 22 73
e 23 28
e 23 33
e 23 40
e 23 44
e 23 50
e 23 60
e 23 67
e 23 74
e 24 29
e 24 40
e 24 43
e 24 59
e 24 69
e 25 27
e 25 49
e 25 52
e 25 61
e 25 62
e 25 65
e 25 70
e 26 32
e 26 36
e 26 41
e 26 42
e 26 49
e 26 54
e 26 64
e 26 71
e 26 72
e 27 39
e 27 57
e 28 36
e 28 40
e 28 58
e 28 61
e 29 42
e 29 46
e 29 51
e 29 69
e 30 54
e 30 61
e 30 64
e 30 67
e 30 69
e 31 36
e 31 51
e 31 52
e 31 69
e 31 70
e 31 73
e 32 47
e 32 50
e 32 53
e 32 59
e 32 62
e 32 66
e 32 67
e 32 71
e 33 53
e 33 58
e 33 62
e 33 63
e 33 65
e 33 73
e 34 51
e 34 52
e 34 56
e 34 64
e 35 38
e 35 42
e 35 49
e 35 63
e 35 65
e 36 53
e 36 55
e 36 58
e 37 46
e 37 55
e 37 57
e 37 71
e 38 46
e 38 62
e 38 64
e 38 75
e 39 40
e 39 47
e 39 52
e 39 64
e 39 65
e 39 66
e 39 69
e 39 73
e 40 63
e 40 65
e 40 70
e 41 43
e 41 47
e 41 61
e 41 69
e 42 46
e 42 62
e 42 67
e 43 53
e 43 55
e 43 58
e 43 62
e 44 62
e 44 69
e 44 71
e 45 55
e 45 59
e 45 60
e 45 72
e 45 73
e 46 66
e 47 62
e 47 74
e 48 54
e 48 62
e 48 74
e 49 55
e 49 57
e 49 58
e 49 66
e 49 72
e 50 52
e 50 58
e 50 68
e 50 75
e 51 59
e 51 60
e 51 74
e 52 58
e 52 68
e 52 69
e 52 72
e 53 60
e 53 73
e 53 74
e 54 61
e 54 65
e 54 68
e 54 73
e 55 56
e 55 60
e 56 69
e 57 60
e 57 68
e 57 75
e 58 65
e 58 69
e 58 71
e 59 69
e 59 72
e 60 75
e 61 73
e 62 75
e 63 70
e 64 68
e 65 71
e 66 69
e 66 72
e 67 69
e 70 74
